Team	Hero	Name	Set	Split	Name_S	T0	C	Ct	B	R	G	Y	S	Br	Rr	Gr	Yr	Sr	SP	MO	FI	Drw	Dsc	Top	Bs	Wd	Cty	NR	C2	C4	CD	SK	LS	LT	TE	Pierc	HM	KO	KBS	AF	Vil	MF	VS	DC	SRD	FHQ	SHL	XTR	file	loc	id	uni	keywords
Avengers	Wiccan	Astral projection	CW				4	5	1												1			-1																									cw2,jpg	8 6	Wiccan (CW)	Wiccan (CW)	""
Avengers	Wiccan	Supersonic spells	CW	24	Wiccan		4	3	1					1							1	1																											cw2,jpg	7 6	Wiccan (CW)	Wiccan (CW)	""
Avengers	Wiccan	Supersonic speed	CW	24	Speed		4	3		1					1							1																											cw2,jpg	7 6	Wiccan (CW)	Wiccan (CW)	""
Avengers	Wiccan	Clairvoyance	CW				7	1	1												1			-1																									cw2,jpg	10 6	Wiccan (CW)	Wiccan (CW)	""
Marvel Knights	Blade	Stalk the prey	DC				3	5		1											1						1																						ff,jpg	8 3	Blade (DC)	Blade (DC)	""
Marvel Knights	Blade	Night hunter	DC				4	5			1									1	1						-1																						ff,jpg	7 3	Blade (DC)	Blade (DC)	""
Marvel Knights	Blade	Nowhere to hide	DC				6	3					1								1	1					-1																						ff,jpg	6 3	Blade (DC)	Blade (DC)	""
Marvel Knights	Blade	Vampiric Surge	DC				7	1		1											1																1												ff,jpg	9 3	Blade (DC)	Blade (DC)	""
Marvel Knights	Daredevil	Backflip	DC				3	5			1									1				1																									ff,jpg	3 5	Daredevil (DC)	Daredevil (DC)	""
Marvel Knights	Daredevil	Radar sense	DC				4	5				1									1			-1																									ff,jpg	2 5	Daredevil (DC)	Daredevil (DC)	""
Marvel Knights	Daredevil	Blind justice	DC				6	3		1											1			-1																									ff,jpg	4 5	Daredevil (DC)	Daredevil (DC)	""
Marvel Knights	Daredevil	Man without fear	DC				8	1				1									1			-1																									ff,jpg	1 5	Daredevil (DC)	Daredevil (DC)	""
Marvel Knights	Daredevil Noir	Balancing act	N		Daredevil		3	5		1										1	1			1																									noir,jpg	8 1	Daredevil Noir (N)	Daredevil Noir (N)	""
Marvel Knights	Daredevil Noir	Listen for heartbeats	N		Daredevil		4	5				1									1			-1																									noir,jpg	7 1	Daredevil Noir (N)	Daredevil Noir (N)	""
Marvel Knights	Daredevil Noir	Discover the bodies	N		Daredevil		5	3		1					1					1				1														1											noir,jpg	5 1	Daredevil Noir (N)	Daredevil Noir (N)	""
Marvel Knights	Daredevil Noir	Hitting rock bottom	N		Daredevil		7	1				1									1			-1																									noir,jpg	6 1	Daredevil Noir (N)	Daredevil Noir (N)	""
Marvel Knights	Dr. Punisher, Soldier Supreme	Sweep the streets	SW2				2	5	1				1							1		1					-1																						sw22,jpg	5 4	Dr. Punisher, Soldier Supreme (SW2)	Dr. Punisher, Soldier Supreme (SW2)	""
Marvel Knights	Dr. Punisher, Soldier Supreme	You're a slow learner	SW2				4	5					1					1			1			-1														1											sw22,jpg	6 4	Dr. Punisher, Soldier Supreme (SW2)	Dr. Punisher, Soldier Supreme (SW2)	""
Marvel Knights	Dr. Punisher, Soldier Supreme	Ice Magic	SW2				3	3	1					2							1																				1								sw22,jpg	7 4	Dr. Punisher, Soldier Supreme (SW2)	Dr. Punisher, Soldier Supreme (SW2)	""
Marvel Knights	Dr. Punisher, Soldier Supreme	Calm before storm	SW2				7	1	1												1																												sw22,jpg	8 4	Dr. Punisher, Soldier Supreme (SW2)	Dr. Punisher, Soldier Supreme (SW2)	""
Marvel Knights	Elektra	First strike	DC				1	5		1											1																												ff,jpg	1 6	Elektra (DC)	Elektra (DC)	""
Marvel Knights	Elektra	Ninjitsu	DC				2	5				1			1					1		1																											ff,jpg	10 5	Elektra (DC)	Elektra (DC)	""
Marvel Knights	Elektra	Sai blades	DC				6	3				1									1								2																				ff,jpg	2 6	Elektra (DC)	Elektra (DC)	""
Marvel Knights	Elektra	Silent Meditation	DC				7	1				1								1															1														ff,jpg	9 5	Elektra (DC)	Elektra (DC)	""
Marvel Knights	Ghost Rider	Hell on wheels	DC				3	5					1							1															1														ff,jpg	3 7	Ghost Rider (DC)	Ghost Rider (DC)	""
Marvel Knights	Ghost Rider	Blazing hellfire	DC				5	5	1												1																											KO a villain from VP	ff,jpg	2 7	Ghost Rider (DC)	Ghost Rider (DC)	""
Marvel Knights	Ghost Rider	Infernal Chains	DC				2	3			1					1						1															1												ff,jpg	4 7	Ghost Rider (DC)	Ghost Rider (DC)	""
Marvel Knights	Ghost Rider	Penance Stare	DC				8	1	1												1														1		1												ff,jpg	1 7	Ghost Rider (DC)	Ghost Rider (DC)	""
Marvel Knights	Iron Fist	Focus Chi	DC				3	5				1								1											2																		ff,jpg	6 6	Iron Fist (DC)	Iron Fist (DC)	""
Marvel Knights	Iron Fist	Wield the iron fist	DC				4	5			1										1										2																		ff,jpg	5 6	Iron Fist (DC)	Iron Fist (DC)	""
Marvel Knights	Iron Fist	Ancient legacy	DC				1	3			1					2				1	1	1																					1						ff,jpg	4 6	Iron Fist (DC)	Iron Fist (DC)	""
Marvel Knights	Iron Fist	Living weapon	DC				9	1			1										1										2																		ff,jpg	3 6	Iron Fist (DC)	Iron Fist (DC)	""
Marvel Knights	Luke Cage Noir	Follow big leads	N		Luke Cage		4	5			1									1										2																			noir,jpg	1 2	Luke Cage Noir (N)	Luke Cage Noir (N)	""
Marvel Knights	Luke Cage Noir	Private investigations	N		Luke Cage		4	5		1											1			-1						1																			noir,jpg	10 1	Luke Cage Noir (N)	Luke Cage Noir (N)	""
Marvel Knights	Luke Cage Noir	Unbreakable Cage	N		Luke Cage		6	3			1										1			1		-1																							noir,jpg	9 1	Luke Cage Noir (N)	Luke Cage Noir (N)	""
Marvel Knights	Luke Cage Noir	Weight of the world	N		Luke Cage		8	1			1										1									2																			noir,jpg	2 2	Luke Cage Noir (N)	Luke Cage Noir (N)	""
Marvel Knights	Moon Knight	Climbing claws	PTT				3	5					1				1			1				1																									pttr,jpg	10 2	Moon Knight (PTT)	Moon Knight (PTT)	""
Marvel Knights	Moon Knight	Lunar communion	PTT				3	5				1									1			1			-1											1											pttr,jpg	1 3	Moon Knight (PTT)	Moon Knight (PTT)	""
Marvel Knights	Moon Knight	Crescent moon darts	PTT				5	3					1				1	1			1			-1																									pttr,jpg	2 3	Moon Knight (PTT)	Moon Knight (PTT)	""
Marvel Knights	Moon Knight	Golden Ankh of Khonshu	PTT				8	1				1						1			1				1																								pttr,jpg	9 2	Moon Knight (PTT)	Moon Knight (PTT)	""
Marvel Knights	Punisher	Boom goes the dynamite	DC				2	5					1					1				1		-1														1											darkcity,jpg	10 4	Punisher (DC)	Punisher (DC)	""
Marvel Knights	Punisher	Hail of bullets	DC				5	5					1					2			1																				1								darkcity,jpg	1 5	Punisher (DC)	Punisher (DC)	""
Marvel Knights	Punisher	Hostile interrogation	DC				3	3			1					1				1										1																			darkcity,jpg	9 4	Punisher (DC)	Punisher (DC)	""
Marvel Knights	Punisher	The Punisher	DC				8	1					1								1										2																		darkcity,jpg	2 5	Punisher (DC)	Punisher (DC)	""
Marvel Knights	Shang-Chi	Shuffling footwork	SW2				3	5				1					1			1																												Empties your discard pile	sw22,jpg	1 6	Shang-Chi (SW2)	Shang-Chi (SW2)	""
Marvel Knights	Shang-Chi	Acrobatic Kung Fu	SW2				4	5		1		1									1			1			-1																						sw22,jpg	2 6	Shang-Chi (SW2)	Shang-Chi (SW2)	""
Marvel Knights	Shang-Chi	Seek the empty mind	SW2				5	3		1											1																											Requires empty discard pile	sw22,jpg	3 6	Shang-Chi (SW2)	Shang-Chi (SW2)	""
Marvel Knights	Shang-Chi	Muscle Memory	SW2				7	1				1									1			1																									sw22,jpg	4 6	Shang-Chi (SW2)	Shang-Chi (SW2)	""
Cabal	Black Swan	Apocalyptic Vision	SW2				3	5	1					1							1																				1								sw22,jpg	5 2	Black Swan (SW2)	Black Swan (SW2)	""
Cabal	Black Swan	Witness the end	SW2				5	5				1					1			1																		1											sw22,jpg	6 2	Black Swan (SW2)	Black Swan (SW2)	""
Cabal	Black Swan	Dark foretelling	SW2				6	3	1			1									1																				1								sw22,jpg	7 2	Black Swan (SW2)	Black Swan (SW2)	""
Cabal	Black Swan	Telepathic control	SW2				7	1		1											1														1						1								sw22,jpg	8 2	Black Swan (SW2)	Black Swan (SW2)	""
Cabal	Corvus Glaive	Let none escape you	SW2				2	5			1	1								1	1																											Bystanders escaped or not	sw22,jpg	8 3	Corvus Glaive (SW2)	Corvus Glaive (SW2)	""
Cabal	Corvus Glaive	Culling Blade	SW2				3	5				1									1																		1										sw22,jpg	7 3	Corvus Glaive (SW2)	Corvus Glaive (SW2)	""
Cabal	Corvus Glaive	Rictus grin	SW2				6	3			1										1														1				2										sw22,jpg	9 3	Corvus Glaive (SW2)	Corvus Glaive (SW2)	""
Cabal	Corvus Glaive	Atom-splitting Glaive	SW2				8	1					1								1														1				1									Can KO escaped bystanders	sw22,jpg	10 3	Corvus Glaive (SW2)	Corvus Glaive (SW2)	""
Cabal	Maximus	Mental domination	SW1				3	5		1					1					1																	1												sw12,jpg	6 3	Maximus (SW1)	Maximus (SW1)	""
Cabal	Maximus	Enslave the will	SW1				4	5					1					1			1											1																	sw12,jpg	5 3	Maximus (SW1)	Maximus (SW1)	""
Cabal	Maximus	Pieces on a chessboard	SW1				5	3		1			1								1	1															1												sw12,jpg	8 3	Maximus (SW1)	Maximus (SW1)	""
Cabal	Maximus	Inhuman mastery	SW1				7	1					1					1			1														1		1												sw12,jpg	7 3	Maximus (SW1)	Maximus (SW1)	""
Cabal	Namor, the Sub-Mariner	Lead armies of Atlantis	SW1				3	5				1					1			1												1																	sw12,jpg	3 3	Namor, the Sub-Mariner (SW1)	Namor, the Sub-Mariner (SW1)	""
Cabal	Namor, the Sub-Mariner	Ruler of the seas	SW1				4	5			1					1					1						-1																						sw12,jpg	4 3	Namor, the Sub-Mariner (SW1)	Namor, the Sub-Mariner (SW1)	""
Cabal	Namor, the Sub-Mariner	Feed the sharks	SW1				6	3			1	1									1	1																1											sw12,jpg	1 3	Namor, the Sub-Mariner (SW1)	Namor, the Sub-Mariner (SW1)	""
Cabal	Namor, the Sub-Mariner	Imperius rex	SW1				7	1			1					2	2				1																											Defeat villain for free	sw12,jpg	2 3	Namor, the Sub-Mariner (SW1)	Namor, the Sub-Mariner (SW1)	""
Cabal	Proxima Midnight	Inspiration through power	SW1				2	5		1		1								1	1							1																					sw12,jpg	2 4	Proxima Midnight (SW1)	Proxima Midnight (SW1)	""
Cabal	Proxima Midnight	Master combatant	SW1				4	5				1								1	1																					1							sw12,jpg	1 4	Proxima Midnight (SW1)	Proxima Midnight (SW1)	""
Cabal	Proxima Midnight	General ot black order	SW1				5	3		1							1			1	1																												sw12,jpg	10 3	Proxima Midnight (SW1)	Proxima Midnight (SW1)	""
Cabal	Proxima Midnight	Supernova spear	SW1				8	1				1			1					1	1																												sw12,jpg	9 3	Proxima Midnight (SW1)	Proxima Midnight (SW1)	""
Cabal	Thanos	Revel in destruction	SW1				3	5	1		1									1															1				2										sw12,jpg	9 2	Thanos (SW1)	Thanos (SW1)	""
Cabal	Thanos	Transdimension overlord	SW1				5	5			1										1				-1														1										sw12,jpg	8 2	Thanos (SW1)	Thanos (SW1)	""
Cabal	Thanos	Galactic Domination	SW1				6	3	1					1							1				1																								sw12,jpg	7 2	Thanos (SW1)	Thanos (SW1)	""
Cabal	Thanos	Utter Annihilation	SW1				8	1	1												1																		2										sw12,jpg	10 2	Thanos (SW1)	Thanos (SW1)	""
X-Force	Cable	Disaster Survivalist	DC				3	5					1							1																												Draw extra cards after MS	ff,jpg	6 4	Cable (DC)	Cable (DC)	""
X-Force	Cable	Strike at heart of evil	DC				4	5	1												1																												ff,jpg	4 4	Cable (DC)	Cable (DC)	""
X-Force	Cable	Rapid respone force	DC				6	3		1											1														2														ff,jpg	5 4	Cable (DC)	Cable (DC)	""
X-Force	Cable	Army of one	DC				8	1	1												1																	1											ff,jpg	3 4	Cable (DC)	Cable (DC)	""
X-Force	Colossus	Draw their fire	DC				1	5			1										1					1																							ff,jpg	9 4	Colossus (DC)	Colossus (DC)	""
X-Force	Colossus	Invulnerability	DC				3	5			1									1		1				-1																							ff,jpg	8 4	Colossus (DC)	Colossus (DC)	""
X-Force	Colossus	Silent Statue	DC				6	3		1						1					1																												ff,jpg	7 4	Colossus (DC)	Colossus (DC)	""
X-Force	Colossus	Russian Heavy Tank	DC				8	1			1										1	1				-1																							ff,jpg	10 4	Colossus (DC)	Colossus (DC)	""
X-Force	Domino	Lucky Break	DC				1	5					1							1	1	1													1								1						ff,jpg	8 5	Domino (DC)	Domino (DC)	""
X-Force	Domino	Ready for Anything	DC				3	5				1								1	1																						1						ff,jpg	7 5	Domino (DC)	Domino (DC)	""
X-Force	Domino	Specialized Ammunition	DC				5	3					1							1	1		1																			1							ff,jpg	5 5	Domino (DC)	Domino (DC)	""
X-Force	Domino	Against all odds	DC				7	1		1										1	1														1								2						ff,jpg	6 5	Domino (DC)	Domino (DC)	""
X-Force	Forge	Dirty Work	DC				3	5					1					1			1						-1																						ff,jpg	8 6	Forge (DC)	Forge (DC)	""
X-Force	Forge	Reboot	DC				4	5					1					1		1		1	1																										ff,jpg	9 6	Forge (DC)	Forge (DC)	""
X-Force	Forge	Overdrive	DC				5	3					1							1	1																						1						ff,jpg	10 6	Forge (DC)	Forge (DC)	""
X-Force	Forge	B.F.G.	DC				7	1					1					2			1																											Can defeat the MM for free	ff,jpg	7 6	Forge (DC)	Forge (DC)	""
X-Force	Wolverine	Animal instincts	DC				2	5				1					1				1	1																											darkcity2,jpg	7 1	Wolverine (DC)	Wolverine (DC)	""
X-Force	Wolverine	Sudden Ambush	DC				4	5		1											1	-1																											darkcity2,jpg	9 1	Wolverine (DC)	Wolverine (DC)	""
X-Force	Wolverine	No Mercy	DC				4	3			1											1																1											darkcity2,jpg	8 1	Wolverine (DC)	Wolverine (DC)	""
X-Force	Wolverine	Reckless Abandon	DC				7	1		1											1	-1																											darkcity2,jpg	6 1	Wolverine (DC)	Wolverine (DC)	""
SHIELD	Agent X-13	Sniper Squad	C75				3	5	1											1	1														1														c75,jpg	4 1	Agent X-13 (C75)	Agent X-13 (C75)	""
SHIELD	Agent X-13	Paramilitary Ops	C75				4	5					1								1														2														c75,jpg	3 1	Agent X-13 (C75)	Agent X-13 (C75)	""
SHIELD	Agent X-13	Spy Network	C75				4	3		1					1						1																											May gain shield officer	c75,jpg	2 1	Agent X-13 (C75)	Agent X-13 (C75)	""
SHIELD	Agent X-13	Mobilize for War	C75				7	1				1									1				-1													1											c75,jpg	1 1	Agent X-13 (C75)	Agent X-13 (C75)	""
SHIELD	Elsa Bloodstone	Monster Hunter	SW2				3	5		1			1								1				1		-1																						sw22,jpg	9 4	Elsa Bloodstone (SW2)	Elsa Bloodstone (SW2)	""
SHIELD	Elsa Bloodstone	Bloodstone Pendant	SW2				5	5				1							1	1																		1											sw22,jpg	10 4	Elsa Bloodstone (SW2)	Elsa Bloodstone (SW2)	""
SHIELD	Elsa Bloodstone	Defend the SHIELD wall	SW2				6	3	1												1			1											1														sw22,jpg	1 5	Elsa Bloodstone (SW2)	Elsa Bloodstone (SW2)	""
SHIELD	Elsa Bloodstone	Prodigy of Ulysses	SW2				8	1			1								1		1																												sw22,jpg	2 5	Elsa Bloodstone (SW2)	Elsa Bloodstone (SW2)	""
SHIELD	Nick Fury	High tech weaponry	B				3	5					1					1			1																												base,jpg	1 6	Nick Fury (B)	Nick Fury (B)	""
SHIELD	Nick Fury	Battlefield Promotion	B				4	5		1										1																		1										Gain shield officer	base,jpg	4 6	Nick Fury (B)	Nick Fury (B)	""
SHIELD	Nick Fury	Legendary Commander	B				6	3			1										1														1														base,jpg	3 6	Nick Fury (B)	Nick Fury (B)	""
SHIELD	Nick Fury	Pure Fury	B				8	1					1								1																	-1											base,jpg	2 6	Nick Fury (B)	Nick Fury (B)	""
SHIELD	Steve Rogers, Director of S.H.I.E.L.D.	International strike force	C75		Captain America		3	5			1								2	1	1				-1																								c75,jpg	5 2	Steve Rogers, Director of S.H.I.E.L.D. (C75)	Steve Rogers, Director of S.H.I.E.L.D. (C75)	""
SHIELD	Steve Rogers, Director of S.H.I.E.L.D.	Reassign to civil duty	C75		Captain America		5	5				1									1				1													1											c75,jpg	6 2	Steve Rogers, Director of S.H.I.E.L.D. (C75)	Steve Rogers, Director of S.H.I.E.L.D. (C75)	""
SHIELD	Steve Rogers, Director of S.H.I.E.L.D.	Shadow of war past	C75		Captain America		4	3		1											1				-1																								c75,jpg	4 2	Steve Rogers, Director of S.H.I.E.L.D. (C75)	Steve Rogers, Director of S.H.I.E.L.D. (C75)	""
SHIELD	Steve Rogers, Director of S.H.I.E.L.D.	Save the world	C75		Captain America		8	1					1								1				1																								c75,jpg	3 2	Steve Rogers, Director of S.H.I.E.L.D. (C75)	Steve Rogers, Director of S.H.I.E.L.D. (C75)	""
NONE	Arkon the Magnificent	Quiver of thunderbolts	SW2				3	5	1										1		1	1																											sw22,jpg	7 1	Arkon the Magnificent (SW2)	Arkon the Magnificent (SW2)	""
NONE	Arkon the Magnificent	All-terrain barbarian	SW2				3	5		1	1									1				1			-1																						sw22,jpg	8 1	Arkon the Magnificent (SW2)	Arkon the Magnificent (SW2)	""
NONE	Arkon the Magnificent	Warlord of open spaces	SW2				5	3				1									1						-1																						sw22,jpg	9 1	Arkon the Magnificent (SW2)	Arkon the Magnificent (SW2)	""
NONE	Arkon the Magnificent	Lord of Dragons	SW2				7	1				1								1	1						-1																						sw22,jpg	10 1	Arkon the Magnificent (SW2)	Arkon the Magnificent (SW2)	""
NONE	Deadpool	Here hold this	B		Deadpool		3	5					1							1					1																								base,jpg	3 1	Deadpool (B)	Deadpool (B)	""
NONE	Deadpool	Oddball	B		Deadpool		5	5		1											1								-1		1																	Bonus for odd costs.	base,jpg	2 1	Deadpool (B)	Deadpool (B)	""
NONE	Deadpool	Can i get a do-over?	B		Deadpool		3	3				1									1	1	1																										base,jpg	4 1	Deadpool (B)	Deadpool (B)	""
NONE	Deadpool	Random unkindness	B		Deadpool		7	1				1									1																											May gain a wound	base,jpg	1 1	Deadpool (B)	Deadpool (B)	""
NONE	Silver Surfer	Warp Speed	FF				3	5		1										1		1																										Focus	pttr,jpg	9 7	Silver Surfer (FF)	Silver Surfer (FF)	""
NONE	Silver Surfer	Epic Destiny	FF				4	5			1									1																												Focus	pttr,jpg	7 7	Silver Surfer (FF)	Silver Surfer (FF)	""
NONE	Silver Surfer	The power cosmic	FF				6	3	1											1	1																											Focus	pttr,jpg	8 7	Silver Surfer (FF)	Silver Surfer (FF)	""
NONE	Silver Surfer	Energy Surge	FF				7	1	1											1																												Doubles MO	ff,jpg	1 1	Silver Surfer (FF)	Silver Surfer (FF)	""
NONE	Winter Soldier	KGB Training	C75				5	3		1											1	-1																											c75,jpg	8 2	Winter Soldier (C75)	Winter Soldier (C75)	""
NONE	Winter Soldier	Bionic Arm	C75				3	5			1							1			1																												c75,jpg	9 2	Winter Soldier (C75)	Winter Soldier (C75)	""
NONE	Winter Soldier	Sniper nest	C75				4	5					1					1		1		1																											c75,jpg	10 2	Winter Soldier (C75)	Winter Soldier (C75)	""
NONE	Winter Soldier	2 > 4	C75				7	1					1					1			1																											Replay heroes	c75,jpg	7 2	Winter Soldier (C75)	Winter Soldier (C75)	""
Deadpool	Deadpool	Nighttime is right time	DP		Deadpool		3	5					1					1		1	1																											Depends on current time	dp,jpg	5 2	Deadpool (DP)	Deadpool (DP)	""
Deadpool	Deadpool	It'll grow back	DP		Deadpool		4	5				1									1					1																		1					dp,jpg	3 2	Deadpool (DP)	Deadpool (DP)	""
Deadpool	Deadpool	Running commentary	DP		Deadpool		5	3		1											1																							1				Flavor texts	dp,jpg	4 2	Deadpool (DP)	Deadpool (DP)	""
Deadpool	Deadpool	Deadpool rage me ->	DP		Deadpool		7	1			1										1																											EV: take extra turn	dp,jpg	6 2	Deadpool (DP)	Deadpool (DP)	""
Deadpool	Slapstick	Sat Morning Harpoons	DP		Deadpool		3	5	1												1				1																			1					dp,jpg	2 2	Slapstick (DP)	Slapstick (DP)	""
Deadpool	Slapstick	Napoleon Complex	DP		Deadpool		4	5	1					1						1		1																										Depends on your height	dp,jpg	1 2	Slapstick (DP)	Slapstick (DP)	""
Deadpool	Slapstick	Surprise chainsaw	DP		Deadpool		6	3			1										1																							1					dp,jpg	9 1	Slapstick (DP)	Slapstick (DP)	""
Deadpool	Slapstick	Electroplasmic insanity	DP		Deadpool		8	1	1												1																												dp,jpg	10 1	Slapstick (DP)	Slapstick (DP)	""
Deadpool	Solo	Half-cocked	DP		Deadpool		2	5					1							1	1							1																1					dp,jpg	5 1	Solo (DP)	Solo (DP)	""
Deadpool	Solo	Merc's gotta get paid	DP		Deadpool		3	5				1								1	1																							1					dp,jpg	6 1	Solo (DP)	Solo (DP)	""
Deadpool	Solo	Guns on my guns	DP		Deadpool		5	3					1					1			1	1																						1					dp,jpg	7 1	Solo (DP)	Solo (DP)	""
Deadpool	Solo	Cut in half	DP		Deadpool		7	1				1									1														1									1					dp,jpg	8 1	Solo (DP)	Solo (DP)	""
Deadpool	Stingray	Superpowered swimsuit	DP		Deadpool		2	5					1					1			1	1					-1																	1					dp,jpg	1 1	Stingray (DP)	Stingray (DP)	""
Deadpool	Stingray	Deck chairs of the titanic	DP		Deadpool		4	5					1								1	1					1																	1					dp,jpg	3 1	Stingray (DP)	Stingray (DP)	""
Deadpool	Stingray	Sting of stingray's sting	DP		Deadpool		5	3	1											1																		1											dp,jpg	4 1	Stingray (DP)	Stingray (DP)	""
Deadpool	Stingray	PhD in oceanography	DP		Deadpool		8	1					1								1														1			1						1					dp,jpg	2 1	Stingray (DP)	Stingray (DP)	""
HYDRA	Bob, Agent of HYDRA	Hydra Half-Wit	DP				2	5					1								1	1													1									1					dp,jpg	7 2	Bob, Agent of HYDRA (DP)	Bob, Agent of HYDRA (DP)	""
HYDRA	Bob, Agent of HYDRA	Bullets flying bob hiding	DP				3	5		1										1		1																						1					dp,jpg	8 2	Bob, Agent of HYDRA (DP)	Bob, Agent of HYDRA (DP)	""
HYDRA	Bob, Agent of HYDRA	How do I get out of here	DP				6	3		1					1						1	1																											dp,jpg	10 2	Bob, Agent of HYDRA (DP)	Bob, Agent of HYDRA (DP)	""
HYDRA	Bob, Agent of HYDRA	Epic middle manager	DP				8	1		1											1	1																1											dp,jpg	9 2	Bob, Agent of HYDRA (DP)	Bob, Agent of HYDRA (DP)	""
New Warriors	Speedball	Reckless rescue attempt	CW				3	5	1					1						1					1														1		1								cw2,jpg	7 5	Speedball (CW)	Speedball (CW)	""
New Warriors	Speedball	Bounce around	CW				4	5		1					1						1																		-1										cw2,jpg	6 5	Speedball (CW)	Speedball (CW)	""
New Warriors	Speedball	Double Down	CW	25	Speedball		5	3	1													1																											cw2,jpg	5 5	Speedball (CW)	Speedball (CW)	""
New Warriors	Speedball	Bubble up	CW	25	Namorita		5	3		1											1						-1																						cw2,jpg	5 5	Speedball (CW)	Speedball (CW)	""
New Warriors	Speedball	Kinetic Force Field	CW				7	1	1												1																											Cancel master strike	cw2,jpg	8 5	Speedball (CW)	Speedball (CW)	""
Brotherhood	Magneto	Magnetic levitation	V				3	5	1												1	1	1			-1																							villains2,jpg	5 2	Magneto (V)	Magneto (V)	""
Brotherhood	Magneto	Mutants will rule	V				4	5			1					1				1		1	1			1																							villains2,jpg	6 2	Magneto (V)	Magneto (V)	""
Brotherhood	Magneto	Weapons from scrap	V				5	3	1												1	1	-1																										villains2,jpg	7 2	Magneto (V)	Magneto (V)	""
Brotherhood	Magneto	Master of Magnetism	V				7	1	1												1					1									2														villains2,jpg	4 2	Magneto (V)	Magneto (V)	""
Brotherhood	Juggernaut	Crimson Gem Cyttorak	V				4	5			1					1				1																													villains,jpg	9 7	Juggernaut (V)	Juggernaut (V)	""
Brotherhood	Juggernaut	Size Matters	V				4	5			1										1									2																			villains,jpg	8 7	Juggernaut (V)	Juggernaut (V)	""
Brotherhood	Juggernaut	Runaway train	V				5	3			1										1		1																										villains,jpg	7 7	Juggernaut (V)	Juggernaut (V)	""
Brotherhood	Juggernaut	Unstoppable force	V				8	1			1										1																	-1											villains2,jpg	1 1	Juggernaut (V)	Juggernaut (V)	""
Brotherhood	Mystique	Show your true colors	V				3	5		1									-1	1		1	1																									Can be another class	villains2,jpg	4 3	Mystique (V)	Mystique (V)	""
Brotherhood	Mystique	Hidden weapons	V				4	5					1				1	1			1																												villains2,jpg	2 3	Mystique (V)	Mystique (V)	""
Brotherhood	Mystique	Turn the tide	V				4	3				1																																				Probe hero deck, clone it	villains2,jpg	5 3	Mystique (V)	Mystique (V)	""
Brotherhood	Mystique	Spy games	V				7	1		1											1																											Probe hero deck	villains2,jpg	3 3	Mystique (V)	Mystique (V)	""
Brotherhood	Sabretooth	Leap of the tiger	V				3	5				1					1				1			1																									villains2,jpg	3 5	Sabretooth (V)	Sabretooth (V)	""
Brotherhood	Sabretooth	Take one for the team	V				4	5				1								1				-1											1			1											villains2,jpg	4 5	Sabretooth (V)	Sabretooth (V)	""
Brotherhood	Sabretooth	Stealthy predator	V				2	3		1												1	1	1																									villains2,jpg	2 5	Sabretooth (V)	Sabretooth (V)	""
Brotherhood	Sabretooth	Upper Hand	V				7	1			1						1				1																	-1											villains2,jpg	5 5	Sabretooth (V)	Sabretooth (V)	""
Sinister Six	Venom	Symbiote takeover	V				3	5			1					1				1					1																								villains2,jpg	10 6	Venom (V)	Venom (V)	""
Sinister Six	Venom	Devour	V				4	5				1									1				-1														1										villains2,jpg	1 7	Venom (V)	Venom (V)	""
Sinister Six	Venom	Horrify the populace	V				6	3			1										1				1																								villains2,jpg	8 6	Venom (V)	Venom (V)	""
Sinister Six	Venom	Ravenous Greed	V				7	1				1					1			1	1				1														1										villains2,jpg	9 6	Venom (V)	Venom (V)	""
Sinister Six	Green Goblin	Pumpkin Bombs	V				3	5					1								1	1	-1																										villains,jpg	5 7	Green Goblin (V)	Green Goblin (V)	""
Sinister Six	Green Goblin	Goblin Glider	V				4	5					1								1	1	1																										villains,jpg	4 7	Green Goblin (V)	Green Goblin (V)	""
Sinister Six	Green Goblin	Unstable kidnapper	V				5	3				1								1			-1		1																								villains,jpg	6 7	Green Goblin (V)	Green Goblin (V)	""
Sinister Six	Green Goblin	Experimental goblin sperm	V				7	1					1								1		-1																										villains,jpg	3 7	Green Goblin (V)	Green Goblin (V)	""
Sinister Six	Dr. Octopus	Brilliant research	V				3	5					1					1		1																													villains2,jpg	1 4	Dr. Octopus (V)	Dr. Octopus (V)	""
Sinister Six	Dr. Octopus	Crazed experiments	V				5	5					1								1	1																											villains2,jpg	10 3	Dr. Octopus (V)	Dr. Octopus (V)	""
Sinister Six	Dr. Octopus	Eight times a charm	V				6	3			1										1	-1																											villains2,jpg	3 4	Dr. Octopus (V)	Dr. Octopus (V)	""
Sinister Six	Dr. Octopus	Octo-pulverize	V				8	1					1								1		-1																										villains2,jpg	2 4	Dr. Octopus (V)	Dr. Octopus (V)	""
Sinister Six	Mysterio	Psychedelic mist	V				2	5	1						1						1	1	1																										villains2,jpg	6 3	Mysterio (V)	Mysterio (V)	""
Sinister Six	Mysterio	Shifting decoy	V				3	5		1										1	1																					1						Filter HQ	villains2,jpg	8 3	Mysterio (V)	Mysterio (V)	""
Sinister Six	Mysterio	Holographic illusion	V				3	3					1						2																														villains2,jpg	7 3	Mysterio (V)	Mysterio (V)	""
Sinister Six	Mysterio	False reflection	V				7	1				1								1	1														2							1							villains2,jpg	9 3	Mysterio (V)	Mysterio (V)	""
